	WORD	PAST	PAST-PARTICIPLE	PRESENT-PARTICIPLE
4133	reorganize	reorganized	reorganized	reorganizing
4134	reorient	reoriented	reoriented	reorienting
4135	reorientate	reorientated	reorientated	reorientating
4136	repackage	repackaged	repackaged	repackaging
4137	repaint	repainted	repainted	repainting
4138	repair	repairred	repairred	repairring
4139	repatriate	repatriated	repatriated	repatriating
4140	repay	repaid	repaid	repaying
4141	repeal	repealled	repealled	repealling
4142	repeat	repeatted	repeatted	repeatting
4143	repel	repelled	repelled	repelling
4144	repent	repented	repented	repenting
4145	repine	repined	repined	repining
4146	replace	replaced	replaced	replacing
4147	replant	replanted	replanted	replanting
4148	replay	replayed	replayed	replaying
4149	replenish	replenished	replenished	replenishing
4150	reply	replied	replied	replying
4151	repoint	repointed	repointed	repointing
4152	report	reported	reported	reporting
4153	repose	reposed	reposed	reposing
4154	repot	repotted	repotted	repotting
4155	reprehend	reprehended	reprehended	reprehending
4156	represent	represented	represented	representing
4157	repress	repressed	repressed	repressing
4158	reprieve	reprieved	reprieved	reprieving
4159	reprimand	reprimanded	reprimanded	reprimanding
4160	reprint	reprinted	reprinted	reprinting
4161	reproach	reproached	reproached	reproaching
4162	reprobate	reprobated	reprobated	reprobating
4163	reprocess	reprocessed	reprocessed	reprocessing
4164	reproduce	reproduced	reproduced	reproducing
4165	reprogram	reprogrammed	reprogrammed	reprogramming
4166	reprove	reproved	reproved	reproving
4167	repudiate	repudiated	repudiated	repudiating
4168	repulse	repulsed	repulsed	repulsing
4169	repurchase	repurchased	repurchased	repurchasing
4170	repute	reputed	reputed	reputing
4171	request	requested	requested	requesting
4172	require	required	required	requiring
4173	requisition	requisitionned	requisitionned	requisitionning
4174	requite	requited	requited	requiting
4175	reread	reread	reread	rereadding
4176	rerun	reran	reran	rerunning
4177	reschedule	rescheduled	rescheduled	rescheduling
4178	rescind	rescinded	rescinded	rescinding
4179	rescue	rescued	rescued	rescuing
4180	research	researched	researched	researching
4181	reseat	reseatted	reseatted	reseatting
4182	reseed	reseedded	reseedded	reseedding
4183	resell	resold	resold	reselling
4184	resemble	resembled	resembled	resembling
4185	resent	resented	resented	resenting
4186	reserve	reserved	reserved	reserving
4187	reset	reset	reset	resetting
4188	resettle	resettled	resettled	resettling
4189	reshape	reshaped	reshaped	reshaping
4190	reshuffle	reshuffled	reshuffled	reshuffling
4191	reside	resided	resided	residing
4192	resign	resigned	resigned	resigning
4193	resist	resisted	resisted	resisting
4194	resole	resoled	resoled	resoling
4195	resolve	resolved	resolved	resolving
4196	resonate	resonated	resonated	resonating
4197	resort	resorted	resorted	resorting
4198	resound	resounded	resounded	resounding
4199	respect	respected	respected	respecting
4200	respire	respired	respired	respiring
4201	respond	responded	responded	responding
4202	rest	rested	rested	resting
4203	restart	restarted	restarted	restarting
4204	restate	restated	restated	restating
4205	restitute	restituted	restituted	restituting
4206	restock	restocked	restocked	restocking
4207	restore	restored	restored	restoring
4208	restrain	restrainned	restrainned	restrainning
4209	restrict	restricted	restricted	restricting
4210	restructure	restructured	restructured	restructuring
4211	restyle	restyled	restyled	restyling
4212	result	resulted	resulted	resulting
4213	resume	resumed	resumed	resuming
4214	resupply	resupplied	resupplied	resupplying
4215	resurface	resurfaced	resurfaced	resurfacing
4216	resurrect	resurrected	resurrected	resurrecting
4217	resuscitate	resuscitated	resuscitated	resuscitating
4218	ret	retted	retted	retting
4219	retail	retailled	retailled	retailling
4220	retain	retainned	retainned	retainning
4221	retake	retook	retaken	retaking
4222	retaliate	retaliated	retaliated	retaliating
4223	retard	retarded	retarded	retarding
4224	retch	retched	retched	retching
4225	retell	retold	retold	retelling
4226	rethink	rethought	rethought	rethinking
4227	reticulate	reticulated	reticulated	reticulating
4228	retire	retired	retired	retiring
4229	retool	retoolled	retoolled	retoolling
4230	retort	retorted	retorted	retorting
4231	retouch	retouched	retouched	retouching
4232	retrace	retraced	retraced	retracing
4233	retract	retracted	retracted	retracting
4234	retrain	retrainned	retrainned	retrainning
4235	retransmit	retransmitted	retransmitted	retransmitting
4236	retread	retreadded	retreadded	retreadding
4237	retreat	retreatted	retreatted	retreatting
4238	retrench	retrenched	retrenched	retrenching
4239	retrieve	retrieved	retrieved	retrieving
4240	retrograde	retrograded	retrograded	retrograding
4241	retrogress	retrogressed	retrogressed	retrogressing
4242	return	returned	returned	returning
4243	reunite	reunited	reunited	reuniting
4244	rev	revved	revved	revving
4245	revalue	revalued	revalued	revaluing
4246	revamp	revamped	revamped	revamping
4247	reveal	revealled	revealled	revealling
4248	revel	(revelled reveled)	(revelled reveled)	(revelling reveling)
4249	revenge	revenged	revenged	revenging
4250	reverberate	reverberated	reverberated	reverberating
4251	revere	revered	revered	revering
4252	reverence	reverenced	reverenced	reverencing
4253	reverse	reversed	reversed	reversing
4254	revert	reverted	reverted	reverting
4255	review	reviewed	reviewed	reviewing
4256	revile	reviled	reviled	reviling
4257	revise	revised	revised	revising
4258	revisit	revisitted	revisitted	revisitting
4259	revitalize	revitalized	revitalized	revitalizing
4260	revive	revived	revived	reviving
4261	revivify	revivified	revivified	revivifying
4262	revoke	revoked	revoked	revoking
4263	revolt	revolted	revolted	revolting
4264	revolutionize	revolutionized	revolutionized	revolutionizing
4265	revolve	revolved	revolved	revolving
4266	reward	rewarded	rewarded	rewarding
4267	rewire	rewired	rewired	rewiring
4268	reword	reworded	reworded	rewording
4269	rewrite	rewrote	rewritten	rewriting
4270	rhapsodize	rhapsodized	rhapsodized	rhapsodizing
4271	rhyme	rhymed	rhymed	rhyming
4272	rib	ribbed	ribbed	ribbing
4273	rick	ricked	ricked	ricking
4274	ricochet	ricochetted	ricochetted	ricochetting
4275	rid	rid	rid	ridding
4276	riddle	riddled	riddled	riddling
4277	ride	rode	ridden	riding
4278	ridge	ridged	ridged	ridging
4279	ridicule	ridiculed	ridiculed	ridiculing
4280	riffle	riffled	riffled	riffling
4281	rifle	rifled	rifled	rifling
4282	rig	rigged	rigged	rigging
4283	right	righted	righted	righting
4284	rile	riled	riled	riling
4285	rim	rimmed	rimmed	rimming
4286	ring	(rang ringed)	(rung ringed)	ringing
4287	rinse	rinsed	rinsed	rinsing
4288	riot	riotted	riotted	riotting
4289	rip	ripped	ripped	ripping
4290	ripen	ripenned	ripenned	ripenning
4291	riposte	riposted	riposted	riposting
4292	ripple	rippled	rippled	rippling
4293	rise	rose	risen	rising
4294	risk	risked	risked	risking
4295	rival	rivalled	rivalled	rivalling
4296	rive	rived	rived	riving
4297	rivet	rivetted	rivetted	rivetting
4298	roam	roammed	roammed	roamming
4299	roar	roarred	roarred	roarring
4300	roast	roasted	roasted	roasting
4301	rob	robbed	robbed	robbing
4302	rock	rocked	rocked	rocking
4303	rocket	rocketted	rocketted	rocketting
4304	roil	roilled	roilled	roilling
4305	roll	rolled	rolled	rolling
4306	romance	romanced	romanced	romancing
4307	romanticize	romanticized	romanticized	romanticizing
4308	romp	romped	romped	romping
4309	roof	rooffed	rooffed	rooffing
4310	rook	rookked	rookked	rookking
4311	room	roommed	roommed	roomming
4312	roost	roosted	roosted	roosting
4313	root	rootted	rootted	rootting
4314	rootle	rootled	rootled	rootling
4315	rope	roped	roped	roping
4316	rosin	rosinned	rosinned	rosinning
4317	rot	rotted	rotted	rotting
4318	rotate	rotated	rotated	rotating
4319	rouge	rouged	rouged	rouging
4320	rough	roughed	roughed	roughing
4321	rough-dry	rough-dried	rough-dried	rough-drying
4322	rough-house	rough-housed	rough-housed	rough-housing
4323	roughcast	roughcast	roughcast	roughcasting
4324	roughen	roughenned	roughenned	roughenning
4325	round	rounded	rounded	rounding
4326	rouse	roused	roused	rousing
4327	rout	routted	routted	routting
4328	route	routed	routed	routing
4329	rove	roved	roved	roving
4330	row	rowed	rowed	rowing
4331	rub	rubbed	rubbed	rubbing
4332	rubber-stamp	rubber-stamped	rubber-stamped	rubber-stamping
4333	rubberize	rubberized	rubberized	rubberizing
4334	rubberneck	rubbernecked	rubbernecked	rubbernecking
4335	ruck	rucked	rucked	rucking
4336	ruddle	ruddled	ruddled	ruddling
4337	rue	rued	rued	ruing
4338	ruff	ruffed	ruffed	ruffing
4339	ruffle	ruffled	ruffled	ruffling
4340	ruin	ruinned	ruinned	ruinning
4341	rule	ruled	ruled	ruling
4342	rumble	rumbled	rumbled	rumbling
4343	ruminate	ruminated	ruminated	ruminating
4344	rummage	rummaged	rummaged	rummaging
4345	rumor	rumorred	rumorred	rumorring
4346	rumour	rumourred	rumourred	rumourring
4347	rumple	rumpled	rumpled	rumpling
4348	run	ran	run	running
4349	rupture	ruptured	ruptured	rupturing
4350	rush	rushed	rushed	rushing
4351	rust	rusted	rusted	rusting
4352	rusticate	rusticated	rusticated	rusticating
4353	rustle	rustled	rustled	rustling
4354	rut	rutted	rutted	rutting
4355	saber	saberred	saberred	saberring
4356	sabotage	sabotaged	sabotaged	sabotaging
4357	sabre	sabred	sabred	sabring
4358	sack	sacked	sacked	sacking
4359	sacrifice	sacrificed	sacrificed	sacrificing
4360	sadden	saddenned	saddenned	saddenning
4361	saddle	saddled	saddled	saddling
4362	safeguard	safeguarded	safeguarded	safeguarding
4363	sag	sagged	sagged	sagging
4364	sail	sailled	sailled	sailling
4365	salivate	salivated	salivated	salivating
4366	sallow	sallowed	sallowed	sallowing
4367	sally	sallied	sallied	sallying
4368	salt	salted	salted	salting
4369	salute	saluted	saluted	saluting
4370	salvage	salvaged	salvaged	salvaging
4371	salve	salved	salved	salving
4372	sample	sampled	sampled	sampling
4373	sanctify	sanctified	sanctified	sanctifying
4374	sanction	sanctionned	sanctionned	sanctionning
4375	sand	sanded	sanded	sanding
4376	sandblast	sandblasted	sandblasted	sandblasting
4377	sandpaper	sandpaperred	sandpaperred	sandpaperring
4378	sandwich	sandwiched	sandwiched	sandwiching
4379	sap	sapped	sapped	sapping
4380	sate	sated	sated	sating
4381	satiate	satiated	satiated	satiating
4382	satirize	satirized	satirized	satirizing
4383	satisfy	satisfied	satisfied	satisfying
4384	saturate	saturated	saturated	saturating
4385	sauce	sauced	sauced	saucing
4386	saunter	saunterred	saunterred	saunterring
4387	saut_e	sauteed	sauteed	sauteing
4388	savage	savaged	savaged	savaging
4389	save	saved	saved	saving
4390	savor	savorred	savorred	savorring
4391	savour	savourred	savourred	savourring
4392	savvy	savvied	savvied	savvying
4393	saw	sawed	sawed	sawing
4394	say	said	said	saying
4395	scald	scalded	scalded	scalding
4396	scale	scaled	scaled	scaling
4397	scallop	scallopped	scallopped	scallopping
4398	scalp	scalped	scalped	scalping
4399	scamper	scamperred	scamperred	scamperring
4400	scan	scanned	scanned	scanning
4401	scandalize	scandalized	scandalized	scandalizing
4402	scant	scanted	scanted	scanting
4403	scar	scarred	scarred	scarring
4404	scare	scared	scared	scaring
4405	scarify	scarified	scarified	scarifying
4406	scatter	scatterred	scatterred	scatterring
4407	scavenge	scavenged	scavenged	scavenging
4408	scent	scented	scented	scenting
4409	schedule	scheduled	scheduled	scheduling
4410	scheme	schemed	schemed	scheming
4411	school	schoolled	schoolled	schoolling
4412	scintillate	scintillated	scintillated	scintillating
4413	scoff	scoffed	scoffed	scoffing
4414	scold	scolded	scolded	scolding
4415	scollop	scollopped	scollopped	scollopping
4416	scoop	scoopped	scoopped	scoopping
4417	scoot	scootted	scootted	scootting
4418	scorch	scorched	scorched	scorching
4419	score	scored	scored	scoring
4420	scorn	scorned	scorned	scorning
4421	scotch	scotched	scotched	scotching
4422	scour	scourred	scourred	scourring
4423	scourge	scourged	scourged	scourging
4424	scout	scoutted	scoutted	scoutting
4425	scowl	scowled	scowled	scowling
4426	scrabble	scrabbled	scrabbled	scrabbling
4427	scrag	scragged	scragged	scragging
4428	scram	scrammed	scrammed	scramming
4429	scramble	scrambled	scrambled	scrambling
4430	scrap	scrapped	scrapped	scrapping
4431	scrape	scraped	scraped	scraping
4432	scratch	scratched	scratched	scratching
4433	scrawl	scrawled	scrawled	scrawling
4434	scream	screammed	screammed	screamming
4435	screech	screeched	screeched	screeching
4436	screen	screenned	screenned	screenning
4437	screw	screwed	screwed	screwing
4438	scribble	scribbled	scribbled	scribbling
4439	scrimmage	scrimmaged	scrimmaged	scrimmaging
4440	scrimp	scrimped	scrimped	scrimping
4441	scrounge	scrounged	scrounged	scrounging
4442	scrub	scrubbed	scrubbed	scrubbing
4443	scrunch	scrunched	scrunched	scrunching
4444	scruple	scrupled	scrupled	scrupling
4445	scrutinize	scrutinized	scrutinized	scrutinizing
4446	scud	scudded	scudded	scudding
4447	scuff	scuffed	scuffed	scuffing
4448	scuffle	scuffled	scuffled	scuffling
4449	scull	sculled	sculled	sculling
4450	sculpt	sculpted	sculpted	sculpting
4451	sculpture	sculptured	sculptured	sculpturing
4452	scupper	scupperred	scupperred	scupperring
4453	scurry	scurried	scurried	scurrying
4454	scuttle	scuttled	scuttled	scuttling
4455	seal	sealled	sealled	sealling
4456	seam	seammed	seammed	seamming
4457	sear	searred	searred	searring
4458	search	searched	searched	searching
4459	season	seasonned	seasonned	seasonning
4460	seat	seatted	seatted	seatting
4461	secede	seceded	seceded	seceding
4462	seclude	secluded	secluded	secluding
4463	second	seconded	seconded	seconding
4464	secrete	secreted	secreted	secreting
4465	secularize	secularized	secularized	secularizing
4466	secure	secured	secured	securing
4467	sedate	sedated	sedated	sedating
4468	seduce	seduced	seduced	seducing
4469	see	saw	seen	seeing
4470	seed	seedded	seedded	seedding
4471	seek	sought	sought	seekking
4472	seem	seemmed	seemmed	seemming
4473	seep	seepped	seepped	seepping
4474	seesaw	seesawed	seesawed	seesawing
4475	seethe	seethed	seethed	seething
4476	segment	segmented	segmented	segmenting
4477	segregate	segregated	segregated	segregating
4478	seine	seined	seined	seining
4479	seize	seized	seized	seizing
4480	select	selected	selected	selecting
4481	sell	sold	sold	selling
4482	send	sent	sent	sending
4483	sense	sensed	sensed	sensing
4484	sensitize	sensitized	sensitized	sensitizing
4485	sentence	sentenced	sentenced	sentencing
4486	sentimentalize	sentimentalized	sentimentalized	sentimentalizing
4487	separate	separated	separated	separating
4488	sequester	sequesterred	sequesterred	sequesterring
4489	sequestrate	sequestrated	sequestrated	sequestrating
4490	serenade	serenaded	serenaded	serenading
4491	serialize	serialized	serialized	serializing
4492	sermonize	sermonized	sermonized	sermonizing
4493	serve	served	served	serving
4494	service	serviced	serviced	servicing
4495	set	set	set	setting
4496	settle	settled	settled	settling
4497	sever	severred	severred	severring
4498	sew	sewed	(sewn sewed)	sewing
4499	sex	sexed	sexed	sexing
4500	shack	shacked	shacked	shacking
4501	shackle	shackled	shackled	shackling
4502	shade	shaded	shaded	shading
4503	shadow	shadowed	shadowed	shadowing
4504	shag	shagged	shagged	shagging
4505	shake	shook	shaken	shaking
4506	shallow	shallowed	shallowed	shallowing
4507	sham	shammed	shammed	shamming
4508	shamble	shambled	shambled	shambling
4509	shame	shamed	shamed	shaming
4510	shampoo	shampooed	shampooed	shampooing
4511	shanghai	shanghaied	shanghaied	shanghaiing
4512	shape	shaped	shaped	shaping
4513	share	shared	shared	sharing
4514	sharpen	sharpenned	sharpenned	sharpenning
4515	shatter	shatterred	shatterred	shatterring
4516	shave	shaved	shaved	shaving
4517	shear	shearred	shearred	shearring
4518	sheathe	sheathed	sheathed	sheathing
4519	shed	shed	shed	shedding
4520	sheer	sheerred	sheerred	sheerring
4521	shell	shelled	shelled	shelling
4522	shellac	shellacked	shellacked	shellacking
4523	shelter	shelterred	shelterred	shelterring
4524	shelve	shelved	shelved	shelving
4525	shepherd	shepherded	shepherded	shepherding
4526	shield	shielded	shielded	shielding
4527	shift	shifted	shifted	shifting
4528	shillyshally	shillyshallied	shillyshallied	shillyshallying
4529	shimmer	shimmerred	shimmerred	shimmerring
4530	shin	shinned	shinned	shinning
4531	shine	(shone shined)	(shone  shined)	shining
4532	shingle	shingled	shingled	shingling
4533	ship	shipped	shipped	shipping
4534	shipwreck	shipwrecked	shipwrecked	shipwrecking
4535	shirk	shirked	shirked	shirking
4536	shit	shitted	shitted	shitting
4537	shiver	shiverred	shiverred	shiverring
4538	shoal	shoalled	shoalled	shoalling
4539	shock	shocked	shocked	shocking
4540	shoe	shod	shod	shoeing
4541	shoo	shooed	shooed	shooing
4542	shoot	shot	shot	shootting
4543	shop	shopped	shopped	shopping
4544	shoplift	shoplifted	shoplifted	shoplifting
4545	shore	shored	shored	shoring
4546	short	shorted	shorted	shorting
4547	short-change	short-changed	short-changed	short-changing
4548	short-circuit	short-circuitted	short-circuitted	short-circuitting
4549	shorten	shortenned	shortenned	shortenning
4550	shortlist	shortlisted	shortlisted	shortlisting
4551	shoulder	shoulderred	shoulderred	shoulderring
4552	shout	shoutted	shoutted	shoutting
4553	shove	shoved	shoved	shoving
4554	shovel	(shovelled shoveled)	(shovelled shoveled)	(shovelling shoveling)
4555	show	showed	(shown showed)	showing
4556	shower	showerred	showerred	showerring
4557	shred	shredded	shredded	shredding
4558	shriek	shriekked	shriekked	shriekking
4559	shrill	shrilled	shrilled	shrilling
4560	shrimp	shrimped	shrimped	shrimping
4561	shrine	shrined	shrined	shrining
4562	shrink	(shrank shrunk)	shrunk	shrinking
4563	shrive	shrived	shrived	shriving
4564	shrivel	(shrivelled shriveled)	(shrivelled)	(shrivelling shriveling)
4565	shroud	shroudded	shroudded	shroudding
4566	shrug	shrugged	shrugged	shrugging
4567	shuck	shucked	shucked	shucking
4568	shudder	shudderred	shudderred	shudderring
4569	shuffle	shuffled	shuffled	shuffling
4570	shun	shunned	shunned	shunning
4571	shunt	shunted	shunted	shunting
4572	shush	shushed	shushed	shushing
4573	shut	shut	shut	shutting
4574	shutter	shutterred	shutterred	shutterring
4575	shuttle	shuttled	shuttled	shuttling
4576	shy	shied	shied	shying
4577	sicken	sickenned	sickenned	sickenning
4578	side	sided	sided	siding
4579	side-slip	side-slipped	side-slipped	side-slipping
4580	sidestep	sidestepped	sidestepped	sidestepping
4581	sidetrack	sidetracked	sidetracked	sidetracking
4582	sidle	sidled	sidled	sidling
4583	sieve	sieved	sieved	sieving
4584	sift	sifted	sifted	sifting
4585	sigh	sighed	sighed	sighing
4586	sight	sighted	sighted	sighting
4587	sign	signed	signed	signing
4588	signal	(signalled signaled)	(signalled signaled)	(signalling signaling)
4589	signalize	signalized	signalized	signalizing
4590	signify	signified	signified	signifying
4591	signpost	signposted	signposted	signposting
4592	silence	silenced	silenced	silencing
4593	silhouette	silhouetted	silhouetted	silhouetting
4594	silt	silted	silted	silting
4595	silver	silverred	silverred	silverring
4596	simmer	simmerred	simmerred	simmerring
4597	simper	simperred	simperred	simperring
4598	simplify	simplified	simplified	simplifying
4599	simulate	simulated	simulated	simulating
4600	sin	sinned	sinned	sinning
4601	sing	sang	sung	singing
4602	singe	singed	singed	singeing
4603	single	singled	singled	singling
4604	singularize	singularized	singularized	singularizing
4605	sink	sank	sunk	sinking
4606	sip	sipped	sipped	sipping
4607	siphon	siphonned	siphonned	siphonning
4608	sire	sired	sired	siring
4609	sit	sat	sat	sitting
4610	site	sited	sited	siting
4611	situate	situated	situated	situating
4612	size	sized	sized	sizing
4613	sizzle	sizzled	sizzled	sizzling
4614	skate	skated	skated	skating
4615	skedaddle	skedaddled	skedaddled	skedaddling
4616	sketch	sketched	sketched	sketching
4617	skew	skewed	skewed	skewing
4618	skewer	skewerred	skewerred	skewerring
4619	ski	skied	skied	skiing
4620	skid	skidded	skidded	skidding
4621	skim	skimmed	skimmed	skimming
4622	skimp	skimped	skimped	skimping
4623	skin	skinned	skinned	skinning
4624	skip	skipped	skipped	skipping
4625	skipper	skipperred	skipperred	skipperring
4626	skirmish	skirmished	skirmished	skirmishing
4627	skirt	skirted	skirted	skirting
4628	skitter	skitterred	skitterred	skitterring
4629	skittle	skittled	skittled	skittling
4630	skulk	skulked	skulked	skulking
4631	skyrocket	skyrocketted	skyrocketted	skyrocketting
4632	slack	slacked	slacked	slacking
4633	slacken	slackenned	slackenned	slackenning
4634	slake	slaked	slaked	slaking
4635	slam	slammed	slammed	slamming
4636	slander	slanderred	slanderred	slanderring
4637	slang	slanged	slanged	slanging
4638	slant	slanted	slanted	slanting
4639	slap	slapped	slapped	slapping
4640	slash	slashed	slashed	slashing
4641	slate	slated	slated	slating
4642	slaughter	slaughterred	slaughterred	slaughterring
4643	slave	slaved	slaved	slaving
4644	slaver	slaverred	slaverred	slaverring
4645	slay	slew	slain	slaying
4646	sledge	sledged	sledged	sledging
4647	sleek	sleekked	sleekked	sleekking
4648	sleep	slept	slept	sleepping
4649	sleet	sleetted	sleetted	sleetting
4650	sleigh	sleighed	sleighed	sleighing
4651	slenderize	slenderized	slenderized	slenderizing
4652	slew	slewed	slewed	slewing
4653	slice	sliced	sliced	slicing
4654	slide	slid	slid	sliding
4655	slight	slighted	slighted	slighting
4656	slim	slimmed	slimmed	slimming
4657	sling	slung	slung	slinging
4658	slink	slunk	slunk	slinking
4659	slip	slipped	slipped	slipping
4660	slit	slit	slit	slitting
4661	slither	slitherred	slitherred	slitherring
4662	sliver	sliverred	sliverred	sliverring
4663	slobber	slobberred	slobberred	slobberring
4664	slog	slogged	slogged	slogging
4665	slop	slopped	slopped	slopping
4666	slope	sloped	sloped	sloping
4667	slosh	sloshed	sloshed	sloshing
4668	slot	slotted	slotted	slotting
4669	slouch	slouched	slouched	slouching
4670	slough	sloughed	sloughed	sloughing
4671	slow	slowed	slowed	slowing
4672	slue	slued	slued	sluing
4673	slug	slugged	slugged	slugging
4674	sluice	sluiced	sluiced	sluicing
4675	slum	slummed	slummed	slumming
4676	slumber	slumberred	slumberred	slumberring
4677	slump	slumped	slumped	slumping
4678	slur	slurred	slurred	slurring
4679	smack	smacked	smacked	smacking
4680	smart	smarted	smarted	smarting
4681	smarten	smartenned	smartenned	smartenning
4682	smash	smashed	smashed	smashing
4683	smear	smearred	smearred	smearring
4684	smell	(smelled smelt)	(smelled smelt)	smelling
4685	smelt	smelted	smelted	smelting
4686	smile	smiled	smiled	smiling
4687	smirch	smirched	smirched	smirching
4688	smirk	smirked	smirked	smirking
4689	smite	smote	smitten	smiting
4690	smoke	smoked	smoked	smoking
4691	smolder	smolderred	smolderred	smolderring
4692	smooth	smoothed	smoothed	smoothing
4693	smother	smotherred	smotherred	smotherring
4694	smoulder	smoulderred	smoulderred	smoulderring
4695	smudge	smudged	smudged	smudging
4696	smuggle	smuggled	smuggled	smuggling
4697	smut	smutted	smutted	smutting
4698	snaffle	snaffled	snaffled	snaffling
4699	snag	snagged	snagged	snagging
4700	snake	snaked	snaked	snaking
4701	snap	snapped	snapped	snapping
4702	snare	snared	snared	snaring
4703	snarl	snarled	snarled	snarling
4704	snatch	snatched	snatched	snatching
4705	sneak	sneakked	sneakked	sneakking
4706	sneer	sneerred	sneerred	sneerring
4707	sneeze	sneezed	sneezed	sneezing
4708	snick	snicked	snicked	snicking
4709	snicker	snickerred	snickerred	snickerring
4710	sniff	sniffed	sniffed	sniffing
4711	sniffle	sniffled	sniffled	sniffling
4712	snigger	sniggerred	sniggerred	sniggerring
4713	snip	snipped	snipped	snipping
4714	snipe	sniped	sniped	sniping
4715	snitch	snitched	snitched	snitching
4716	snivel	(snivelled sniveled)	(snivelled sniveled)	(snivelling sniveling)
4717	snoop	snoopped	snoopped	snoopping
4718	snooze	snoozed	snoozed	snoozing
4719	snore	snored	snored	snoring
4720	snort	snorted	snorted	snorting
4721	snow	snowed	snowed	snowing
4722	snowball	snowballed	snowballed	snowballing
4723	snowmobile	snowmobiled	snowmobiled	snowmobiling
4724	snub	snubbed	snubbed	snubbing
4725	snuff	snuffed	snuffed	snuffing
4726	snuffle	snuffled	snuffled	snuffling
4727	snuggle	snuggled	snuggled	snuggling
4728	soak	soakked	soakked	soakking
4729	soap	soapped	soapped	soapping
4730	soar	soarred	soarred	soarring
4731	sob	sobbed	sobbed	sobbing
4732	sober	soberred	soberred	soberring
4733	socialize	socialized	socialized	socializing
4734	sock	socked	socked	socking
4735	sod	sodded	sodded	sodding
4736	soft-pedal	soft-pedalled	soft-pedalled	soft-pedalling
4737	soft-soap	soft-soapped	soft-soapped	soft-soapping
4738	soft-solder	soft-solderred	soft-solderred	soft-solderring
4739	soften	softenned	softenned	softenning
4740	soil	soilled	soilled	soilling
4741	sojourn	sojourned	sojourned	sojourning
4742	solace	solaced	solaced	solacing
4743	solder	solderred	solderred	solderring
4744	soldier	soldierred	soldierred	soldierring
4745	sole	soled	soled	soling
4746	solemnize	solemnized	solemnized	solemnizing
4747	solicit	solicitted	solicitted	solicitting
4748	solidify	solidified	solidified	solidifying
4749	soliloquize	soliloquized	soliloquized	soliloquizing
4750	solve	solved	solved	solving
4751	somersault	somersaulted	somersaulted	somersaulting
4752	soot	sootted	sootted	sootting
4753	soothe	soothed	soothed	soothing
4754	sop	sopped	sopped	sopping
4755	sorrow	sorrowed	sorrowed	sorrowing
4756	sort	sorted	sorted	sorting
4757	sough	soughed	soughed	soughing
4758	sound	sounded	sounded	sounding
4759	soundproof	soundprooffed	soundprooffed	soundprooffing
4760	soup	soupped	soupped	soupping
4761	sour	sourred	sourred	sourring
4762	souse	soused	soused	sousing
4763	sovietize	sovietized	sovietized	sovietizing
4764	sow	sowed	sowed	sowing
4765	space	spaced	spaced	spacing
4766	spade	spaded	spaded	spading
4767	span	spanned	spanned	spanning
4768	spangle	spangled	spangled	spangling
4769	spank	spanked	spanked	spanking
4770	spar	sparred	sparred	sparring
4771	spare	spared	spared	sparing
4772	spark	sparked	sparked	sparking
4773	sparkle	sparkled	sparkled	sparkling
4774	spat	spatted	spatted	spatting
4775	spatter	spatterred	spatterred	spatterring
4776	spawn	spawned	spawned	spawning
4777	spay	spayed	spayed	spaying
4778	speak	spoke	spoken	speakking
4779	spear	spearred	spearred	spearring
4780	spearhead	spearheadded	spearheadded	spearheadding
4781	specialize	specialized	specialized	specializing
4782	specify	specified	specified	specifying
4783	speculate	speculated	speculated	speculating
4784	speechify	speechified	speechified	speechifying
4785	speed	(speeded sped)	(speeded sped)	speedding
4786	spell	spelled	spelled	spelling
4787	spend	spent	spent	spending
4788	spew	spewed	spewed	spewing
4789	spice	spiced	spiced	spicing
4790	spiel	spielled	spielled	spielling
4791	spike	spiked	spiked	spiking
4792	spill	spilled	spilled	spilling
4793	spin	(spun span)	spun	spinning
4794	spin-dry	spin-dried	spin-dried	spin-drying
4795	spiral	(spiralled spiraled)	(spiralled spiraled)	(spiralling spiraling)
4796	spirit	spiritted	spiritted	spiritting
4797	spiritualize	spiritualized	spiritualized	spiritualizing
4798	spirt	spirted	spirted	spirting
4799	spit	(spat spit)	(spat spit)	spitting
4800	spite	spited	spited	spiting
4801	splash	splashed	splashed	splashing
4802	splay	splayed	splayed	splaying
4803	splice	spliced	spliced	splicing
4804	splinter	splinterred	splinterred	splinterring
4805	split	split	split	splitting
4806	splosh	sploshed	sploshed	sploshing
4807	splurge	splurged	splurged	splurging
4808	splutter	splutterred	splutterred	splutterring
4809	spoil	spoilled	spoilled	spoilling
4810	sponge	sponged	sponged	sponging
4811	sponsor	sponsorred	sponsorred	sponsorring
4812	spoof	spooffed	spooffed	spooffing
4813	spook	spookked	spookked	spookking
4814	spoon	spoonned	spoonned	spoonning
4815	spoonfeed	spoonfed	spoonfed	spoonfeedding
4816	sport	sported	sported	sporting
4817	spot	spotted	spotted	spotting
4818	spotlight	(spotlighted spotlit)	(spotlighted spotlit)	spotlighting
4819	spout	spoutted	spoutted	spoutting
4820	sprain	sprainned	sprainned	sprainning
4821	sprawl	sprawled	sprawled	sprawling
4822	spray	sprayed	sprayed	spraying
4823	spread	spread	spread	spreadding
4824	spreadeagle	spreadeagled	spreadeagled	spreadeagling
4825	spring	sprang	sprung	springing
4826	spring-clean	spring-cleanned	spring-cleanned	spring-cleanning
4827	sprinkle	sprinkled	sprinkled	sprinkling
